user_id,is_hoax,total_hoax,is_source_tweet,hashtags_count,retweet_count,favorite_count,mentions_count,user.tweets_count,user.verified,user.followers_count,user.friends_count,hasperiod,number_punct,negativewordcount,positivewordcount,sentimentscore,intensityscore
2482672057,1,1,0,0,0,0,1,3,0,7,22,0,0,0,0,0,0.3333
2504418569,1,1,0,0,0,0,1,3,0,4,4,0,3,0,0,0,0.3333
2740020247,1,1,0,0,0,0,1,3,0,2,105,0,0,0,0,0,0.3333
2771399703,1,1,0,0,0,0,1,3,0,8,78,0,0,0,0,1,0.3333
2804531655,1,1,0,0,0,0,1,3,0,3,28,0,1,0,0,0,0.3333
2857138922,1,1,0,0,0,0,1,3,0,0,1,1,6,0,0,1,0.3333
2922160087,1,1,0,0,0,0,1,3,0,0,10,0,0,0,0,0,0.3333
2940594839,1,1,0,0,0,0,2,3,0,1,83,0,3,0,0,0,0.3333
402488515,1,1,0,0,0,0,2,3,0,6,26,2,2,0,0,0,0.3333
49548515,1,1,0,0,0,1,2,3,0,15,709,0,3,0,0,0,0.3333
495997677,0,1,0,0,0,0,1,3,0,0,3,1,3,0,0,0,0.3333
842510311,1,1,0,0,0,0,1,3,0,18,156,0,0,0,0,0,0.3333
2989139874,1,2,0,0,0,0,1,7,0,5,35,4,10,0,0,0,0.2857
1262856372,1,1,0,0,0,0,2,4,0,4,18,0,0,0,0,0,0.2500
1586039095,1,1,0,0,0,0,1,4,0,3,22,0,6,0,0,0,0.2500
1635932448,1,1,0,0,0,0,2,4,0,2,25,1,2,0,0,0,0.2500
1689560450,1,1,0,1,0,0,1,4,0,1,49,0,2,1,0,0,0.2500
2265332854,1,1,0,0,0,0,1,4,0,6,41,3,3,0,0,0,0.2500
2326482060,1,1,1,0,248,351,0,4,0,1361,24,1,7,0,0,0,0.2500
254462484,1,1,0,0,0,1,3,4,0,14,4,0,9,0,0,0,0.2500
272444145,1,1,0,0,0,0,3,4,0,1,18,1,2,0,0,0,0.2500
2762159938,1,1,0,0,0,0,2,4,0,5,34,0,0,0,0,0,0.2500
2873032111,1,1,0,0,1,1,3,4,0,10,93,0,2,0,0,0,0.2500
2881719169,1,1,0,0,0,0,1,4,0,9,26,0,0,0,0,0,0.2500
2903518905,1,1,0,0,0,0,1,4,0,11,119,3,5,0,0,-1,0.2500
2916677139,1,1,0,0,0,2,1,4,0,2,7,1,3,0,0,0,0.2500
2923270322,1,1,0,0,0,0,1,4,0,2,19,0,0,1,0,0,0.2500
2927858006,1,1,0,0,0,0,2,4,0,1,7,1,7,0,0,0,0.2500
2952261055,1,1,0,0,0,0,1,4,0,7,67,0,2,0,0,0,0.2500
2960600946,1,1,0,0,0,0,3,4,0,9,60,0,0,0,0,0,0.2500
343920572,1,1,0,3,0,1,1,4,0,21,54,0,5,0,0,0,0.2500
356720999,1,1,0,0,0,0,1,4,0,10,51,0,0,0,0,0,0.2500
400642039,1,1,0,0,0,0,1,4,0,1,27,0,0,0,0,0,0.2500
40341289,1,1,0,0,0,0,2,4,0,6,8,4,8,0,0,-1,0.2500
552579928,1,1,0,0,0,0,1,4,0,12,81,0,0,0,0,0,0.2500
752296526,1,1,0,0,0,0,1,4,0,16,151,0,0,0,0,0,0.2500
2430396417,1,3,0,0,1,0,1,13,0,14,341,2,4,0,1,0,0.2308
2871419496,1,8,0,0,0,0,1,35,0,3,27,1,3,0,0,0,0.2271
2741851889,1,4,0,0,0,0,1,19,0,15,75,0,3,0,0,0,0.2105
2678642341,1,6,0,0,0,0,1,29,0,15,53,2,6,0,0,0,0.2069
2899209283,1,2,0,0,3,2,2,10,0,5,55,1,7,0,1,0,0.2000
1219593308,1,1,0,0,0,0,1,5,0,11,57,0,4,0,0,-1,0.2000
137540879,1,1,0,0,0,0,1,5,0,27,48,0,0,0,0,0,0.2000
1547780274,1,1,0,0,0,0,2,5,0,1,13,0,1,0,0,0,0.2000
1663103508,1,1,0,0,0,0,1,5,0,7,253,0,0,0,0,0,0.2000
180975613,1,1,0,0,0,0,1,5,0,11,42,0,0,0,0,0,0.2000
2476419657,1,1,0,0,0,0,2,5,0,1,3,0,0,0,0,0,0.2000
2578298911,1,1,0,0,0,0,3,5,0,0,13,0,2,0,0,0,0.2000
273006611,1,1,0,0,0,0,1,5,0,2,15,0,0,0,0,0,0.2000
2825248386,1,1,0,0,0,0,2,5,0,5,17,1,5,0,0,0,0.2000
2935468638,1,1,0,0,0,0,1,5,0,1,7,3,3,0,0,0,0.2000
2956905160,1,1,0,0,0,0,2,5,0,1,38,0,4,0,0,0,0.2000
391609366,1,1,0,0,0,0,1,5,0,3,7,0,1,0,0,0,0.2000
40242195,1,1,0,0,0,0,2,5,0,7,16,0,1,0,0,0,0.2000
51849743,1,1,0,0,0,0,1,5,0,69,73,0,0,1,0,0,0.2000
564419593,1,1,0,0,0,0,1,5,0,5,23,1,5,1,0,-1,0.2000
62420909,1,1,0,0,0,0,1,5,0,2,0,0,7,1,0,0,0.2000
767840768,1,1,0,0,0,0,1,5,0,4,58,0,0,0,0,0,0.2000
807795427,1,1,0,0,0,0,1,5,0,0,4,0,0,0,0,0,0.2000
2369749214,1,2,0,0,0,0,2,11,0,21,222,2,4,1,1,0,0.1818
2234654552,1,2,0,0,0,0,2,12,0,3,21,1,4,0,0,-1,0.1667
1002255540,1,1,0,0,0,0,2,6,0,23,168,0,0,0,0,0,0.1667
1129898174,1,1,0,0,0,0,1,6,0,3,7,2,2,1,0,0,0.1667
1732723165,1,1,0,0,0,0,1,6,0,4,8,0,2,0,1,1,0.1667
2200271330,1,1,0,0,0,0,1,6,0,16,38,3,3,0,0,0,0.1667
2820930210,1,1,0,0,0,0,2,6,0,3,27,1,1,0,0,0,0.1667
2836010474,1,1,0,0,0,0,1,6,0,8,53,0,0,0,0,0,0.1667
2870292259,1,1,0,0,0,0,2,6,0,30,31,2,5,0,0,0,0.1667
2897378790,1,1,0,0,0,1,2,6,0,1,7,0,0,0,0,0,0.1667
2902946913,1,1,0,0,0,0,1,6,0,13,137,0,0,0,0,0,0.1667
2915189943,1,1,0,0,0,0,1,6,0,6,44,0,1,0,0,0,0.1667
2999872846,1,1,0,0,0,0,2,6,0,5,19,0,0,0,0,0,0.1667
304390924,1,1,0,0,0,0,1,6,0,3,20,0,0,0,0,0,0.1667
599506487,1,1,0,0,0,0,1,6,0,5,55,0,0,0,0,0,0.1667
719312498,1,1,0,0,0,0,1,6,0,1,34,0,0,0,0,0,0.1667
860049924,1,1,0,0,0,0,1,6,0,3,24,3,3,0,1,1,0.1667
513175616,1,2,0,0,0,0,1,13,0,6,12,0,3,0,0,0,0.1600
2741866624,1,8,0,0,0,0,2,52,0,19,29,1,4,0,0,0,0.1538
142668518,1,2,0,0,0,0,1,13,0,4,25,0,1,0,0,0,0.1538
1868999378,1,2,0,0,1,1,2,13,0,0,15,0,1,1,1,0,0.1538
2424718186,1,7,0,0,0,0,4,46,0,30,158,2,8,0,0,0,0.1522
1107742842,1,1,0,0,0,0,1,7,0,2,16,0,0,0,0,0,0.1429
113796182,1,1,0,0,0,0,1,7,0,7,97,0,0,0,0,0,0.1429
17588612,1,1,0,0,0,1,1,7,0,20,15,0,2,0,0,0,0.1429
2214384427,1,1,0,0,0,0,1,7,0,9,35,0,0,0,0,1,0.1429
2223300150,1,1,0,0,0,0,1,7,0,1,3,0,4,0,0,0,0.1429
240926988,1,1,0,4,0,0,1,7,0,16,183,0,5,0,0,-1,0.1429
255166387,1,1,0,0,0,0,2,7,0,10,27,0,0,0,0,0,0.1429
2715760431,1,1,0,0,0,0,1,7,0,8,181,1,2,0,0,0,0.1429
2734481250,1,1,0,1,0,0,1,7,0,5,35,2,4,0,0,0,0.1429
2807026786,1,1,0,0,0,0,3,7,0,18,284,0,1,0,0,0,0.1429
288523651,1,1,0,0,0,1,1,7,0,1,30,0,2,0,1,1,0.1429
2900998022,1,1,0,0,0,0,3,7,0,5,42,0,1,0,0,0,0.1429
2911291099,1,1,0,0,0,1,2,7,0,3,19,0,1,0,0,0,0.1429
2969472993,1,1,0,0,0,0,1,7,0,0,1,3,5,0,0,0,0.1429
394155302,1,1,0,0,0,2,2,7,0,12,52,1,16,1,0,0,0.1429
408477161,1,1,0,0,0,0,1,7,0,7,16,0,0,0,0,0,0.1429
526967683,1,1,0,0,0,0,1,7,0,5,61,0,0,0,0,0,0.1429
749587081,1,1,0,0,0,0,1,7,0,2,52,0,0,0,0,0,0.1429
2227591562,1,2,0,0,0,0,1,15,0,5,9,3,6,0,0,0,0.1333
2920397503,1,2,0,0,0,0,3,15,0,9,172,2,9,0,0,0,0.1333
1445267244,1,8,0,0,0,0,3,62,0,1,65,1,6,0,0,0,0.1290
2468382834,1,8,0,0,0,0,2,64,0,5,33,1,6,0,0,0,0.1250
103082949,1,1,0,0,0,0,2,8,0,22,135,0,0,0,0,0,0.1250
1245499735,1,1,0,0,1,1,4,8,0,13,38,1,8,1,1,0,0.1250
1282451174,1,1,0,0,0,0,2,8,0,0,23,0,6,0,0,0,0.1250
2191079702,1,1,0,0,0,0,1,8,0,1,26,4,7,0,1,0,0.1250
2238231518,1,1,0,0,0,0,1,8,0,13,35,0,0,0,0,0,0.1250
2285771550,1,1,0,0,0,0,1,8,0,40,199,0,0,0,0,0,0.1250
2760046609,1,1,0,0,0,0,1,8,0,9,25,0,2,0,0,0,0.1250
2770935493,1,1,0,0,0,0,1,8,0,14,147,0,0,1,0,-1,0.1250
2802005307,1,1,0,0,0,0,2,8,0,2,34,0,2,0,0,0,0.1250
2811450023,1,1,0,0,0,0,1,8,0,3,22,0,1,0,0,1,0.1250
2889282044,1,1,0,0,0,1,1,8,0,7,91,0,7,1,0,0,0.1250
2928799080,1,1,0,0,0,0,1,8,0,3,49,0,0,0,0,0,0.1250
2998556146,1,1,0,0,0,1,1,8,0,0,4,3,5,0,0,0,0.1250
462665315,1,1,0,0,0,0,1,8,0,1,11,1,4,0,0,0,0.1250
59890670,1,1,0,0,0,0,1,8,0,18,40,0,2,0,0,0,0.1250
628407933,1,1,0,0,0,0,2,8,0,6,22,0,0,0,0,0,0.1250
92071925,1,5,0,0,0,0,1,40,0,164,1585,1,3,0,0,0,0.1238
2943149674,1,8,0,0,0,0,2,66,0,8,119,0,4,0,0,0,0.1212
154221630,1,3,0,0,0,0,2,26,0,8,40,3,6,0,0,0,0.1154
272962444,1,13,0,0,0,0,2,116,0,17,60,2,4,0,0,0,0.1121
2863535713,1,3,0,0,0,0,2,27,0,63,348,0,0,0,0,0,0.1111
2572794365,1,2,0,0,0,0,2,18,0,7,146,0,1,0,0,0,0.1111
1129438412,1,1,0,0,0,0,1,9,0,2,79,1,10,0,0,0,0.1111
2256976260,1,1,0,0,0,0,1,9,0,1,12,1,5,0,0,0,0.1111
2730086665,1,1,0,0,0,0,1,9,0,6,33,0,1,0,0,0,0.1111
2842724201,1,1,0,0,0,0,1,9,0,4,4,0,3,0,0,-1,0.1111
351527166,1,1,0,0,0,0,1,9,0,3,24,0,0,0,0,0,0.1111
613548687,1,1,0,0,0,0,1,9,0,4,38,2,2,0,1,0,0.1111
840766664,1,1,0,0,0,0,1,9,0,19,101,0,8,0,1,0,0.1111
93688917,1,7,0,0,0,0,1,64,0,1,24,2,4,0,0,0,0.1094
360842913,1,24,0,0,0,1,3,223,0,93,807,0,5,0,0,0,0.1076
2833993809,1,2,0,0,0,0,2,19,0,1,49,0,13,0,0,0,0.1053
497505530,1,12,0,0,0,0,3,117,0,6,39,1,5,0,0,0,0.1026
2725579568,1,21,0,1,186,94,0,206,0,17798,34,2,7,0,0,0,0.1022
2957564108,1,21,0,0,0,1,3,210,0,38,85,1,4,0,0,0,0.1001
1575594967,1,11,0,0,0,0,1,110,0,7,15,0,1,0,0,0,0.1000
1382799344,1,1,0,0,0,0,1,10,0,4,20,0,3,1,0,0,0.1000
139491591,1,1,0,0,0,0,1,10,0,15,5,0,0,0,0,0,0.1000
2369337056,1,1,0,0,0,1,1,10,0,16,53,0,0,0,0,0,0.1000
242288412,1,1,0,0,0,0,3,10,0,6,37,0,6,0,0,0,0.1000
245595698,1,1,0,0,0,1,1,10,0,5,21,0,0,0,0,0,0.1000
2464623906,1,1,0,0,0,0,1,10,0,4,15,0,1,0,0,0,0.1000
2700126332,1,1,0,0,0,0,3,10,0,2,54,0,0,0,0,0,0.1000
2763818631,1,1,0,0,0,0,1,10,0,45,210,1,2,0,0,0,0.1000
285914311,1,1,0,0,0,0,1,10,0,3,17,0,0,0,0,0,0.1000
2918939051,1,1,0,0,0,0,2,10,0,15,28,0,0,0,0,0,0.1000
329315021,1,1,0,0,0,0,1,10,0,2,12,1,5,0,0,0,0.1000
332893802,1,1,0,0,0,0,3,10,0,14,47,0,0,0,0,0,0.1000
433991853,1,1,0,0,0,0,1,10,0,3,10,1,2,0,0,0,0.1000
534328852,1,1,0,1,0,0,1,10,0,5,26,2,3,0,1,0,0.1000
571680764,1,1,0,1,0,0,2,10,0,12,55,0,5,0,0,0,0.1000
2214519523,1,5,0,0,0,0,4,51,0,10,56,2,3,0,0,0,0.0980
538653558,1,18,0,0,0,1,3,196,0,34,52,2,4,0,0,0,0.0919
2693579910,1,5,0,0,0,0,2,55,0,3,21,2,5,0,0,0,0.0909
1243916652,1,1,0,0,0,1,1,11,0,3,54,6,6,0,0,0,0.0909
180927520,1,1,0,0,0,0,1,11,0,3,55,4,7,0,0,0,0.0909
1926654895,1,1,0,0,0,0,2,11,0,27,255,0,0,0,0,0,0.0909
1927283102,1,1,0,0,0,0,2,11,0,17,186,0,4,0,0,0,0.0909
2158900458,1,1,0,0,0,1,1,11,0,2,35,1,2,1,0,-1,0.0909
232703102,1,1,0,0,0,0,1,11,0,8,60,0,0,0,0,0,0.0909
2461907616,1,1,0,0,0,0,3,11,0,18,71,0,3,0,0,0,0.0909
2725373878,1,1,0,0,0,0,1,11,0,10,45,1,2,1,0,-1,0.0909
2970101113,1,1,0,0,0,0,2,11,0,0,12,0,2,0,0,0,0.0909
3114057141,1,1,0,0,0,0,3,11,0,0,5,2,4,0,0,0,0.0909
779785580,1,1,0,0,0,0,1,11,0,8,39,3,3,0,0,0,0.0909
935302063,1,1,0,0,0,0,1,11,0,14,22,0,0,0,0,0,0.0909
2240343734,1,3,0,0,0,0,2,34,0,29,127,0,4,0,1,0,0.0882
2871981538,1,3,0,0,1,0,2,35,0,5,47,1,4,0,0,0,0.0857
2921091842,1,6,0,1,0,0,2,71,0,65,325,0,4,0,0,0,0.0845
1437948078,1,2,0,0,0,0,1,24,0,7,71,0,0,1,0,0,0.0833
1335041754,1,1,0,0,0,0,1,12,0,11,40,0,3,0,0,0,0.0833
1484450803,1,1,0,0,0,0,1,12,0,2,16,0,0,0,0,0,0.0833
2799463069,1,1,0,0,0,1,1,12,0,15,96,2,13,0,0,0,0.0833
2942756176,1,1,0,0,0,1,1,12,0,4,42,0,0,0,0,0,0.0833
3069498803,1,1,0,0,0,0,1,12,0,9,64,2,3,0,0,0,0.0833
405082296,1,1,0,0,0,0,2,12,0,4,41,0,0,0,0,0,0.0833
557255970,1,1,0,0,0,0,3,12,0,13,80,3,5,0,0,0,0.0833
514466260,1,29,0,0,0,0,1,355,0,17,107,1,4,0,0,0,0.0818
20267673,1,2,0,0,0,0,2,25,0,5,16,0,5,0,0,0,0.0800
2900038735,1,3,0,0,0,1,1,38,0,56,263,1,6,0,0,0,0.0789
1958799936,1,2,0,0,1,1,2,26,0,3,17,3,4,0,1,0,0.0769
2926384805,1,2,0,0,0,0,2,26,0,18,81,2,7,0,0,-1,0.0769
952685738,1,2,0,0,0,0,3,26,0,4,19,0,0,0,0,0,0.0769
1413433423,1,1,0,0,0,0,1,13,0,6,20,0,0,0,0,0,0.0769
23043869,1,1,0,0,0,0,1,13,0,13,78,0,1,0,0,0,0.0769
2436380111,1,1,0,0,0,0,2,13,0,6,28,0,0,0,0,0,0.0769
2742318135,1,1,0,0,0,0,2,13,0,3,24,0,8,0,0,-1,0.0769
2799887553,1,1,0,0,0,0,1,13,0,4,16,0,1,0,0,0,0.0769
2894958605,1,1,0,1,0,0,2,13,0,28,183,0,3,0,0,-1,0.0769
2916758172,1,1,0,0,0,0,2,13,0,26,34,1,11,0,0,0,0.0769
358803674,1,1,0,0,1,0,1,13,0,11,79,0,7,1,0,-1,0.0769
378793620,1,1,0,0,0,0,1,13,0,26,127,1,1,0,0,-1,0.0769
399849293,1,1,0,0,0,0,1,13,0,35,242,1,7,0,0,0,0.0769
422552416,1,1,0,0,0,0,1,13,0,2,13,1,2,0,0,0,0.0769
2469725611,1,2,0,0,0,1,4,27,0,8,62,1,3,0,0,0,0.0741
1324697617,1,1,0,0,0,0,1,14,0,4,48,0,0,0,0,0,0.0714
1428971252,1,1,0,0,0,0,1,14,0,1,42,0,0,0,0,0,0.0714
147546061,1,1,0,0,0,0,1,14,0,17,97,0,0,0,0,0,0.0714
2160544374,1,1,0,0,0,2,1,14,0,7,114,0,0,0,0,0,0.0714
2638274326,1,1,0,0,0,0,2,14,0,7,136,2,7,0,0,0,0.0714
31617405,1,1,0,0,0,0,2,14,0,8,76,0,0,0,0,0,0.0714
480977436,1,1,0,0,1,0,1,14,0,17,29,0,3,0,0,0,0.0714
534470277,1,1,0,0,0,1,1,14,0,9,94,1,1,0,0,0,0.0714
619933086,1,1,0,0,0,0,1,14,0,8,52,2,17,0,0,0,0.0714
945524334,1,1,0,0,0,0,1,14,0,0,2,3,3,0,0,0,0.0714
20005540,1,6,0,0,0,0,1,85,0,29,99,3,3,0,0,0,0.0706
2183674353,1,8,0,0,0,0,3,114,0,9,96,0,3,0,0,0,0.0702
2535150197,1,2,0,0,0,0,1,29,0,9,74,2,3,0,0,0,0.0690
2710733892,1,3,0,0,0,0,1,44,0,3,19,1,3,0,1,0,0.0677
470541011,1,5,0,0,0,0,1,74,0,57,390,2,5,1,0,0,0.0676
2833932897,1,5,0,0,0,1,2,75,0,9,138,1,3,0,1,0,0.0667
1115999816,1,1,0,0,0,0,3,15,0,14,66,0,1,0,0,1,0.0667
1130962261,1,1,0,0,0,0,1,15,0,5,12,0,2,0,0,1,0.0667
1292937884,1,1,0,0,0,0,2,15,0,5,86,0,0,0,0,0,0.0667
2366202804,1,1,0,0,0,1,2,15,0,9,43,0,1,0,0,0,0.0667
299213400,1,1,0,0,0,0,1,15,0,2,12,4,7,0,0,0,0.0667
44970758,1,1,0,0,0,0,1,15,0,20,265,0,0,0,0,0,0.0667
548766000,1,1,0,0,0,0,1,15,0,4,23,8,8,0,1,-1,0.0667
558271681,1,1,0,0,0,1,1,15,0,1,17,0,1,0,1,0,0.0667
610005990,1,1,0,0,0,0,1,15,0,20,95,0,0,0,0,0,0.0667
748181582,1,1,0,0,0,0,1,15,0,1,45,6,8,0,2,0,0.0667
769153303,1,1,0,0,0,0,2,15,0,14,107,0,0,0,0,0,0.0667
3079475403,1,8,0,0,0,0,3,123,0,86,464,2,11,0,0,0,0.0650
419202838,1,3,0,1,0,0,1,47,0,21,31,2,3,0,0,0,0.0638
183963324,1,1,0,0,0,0,1,16,0,14,39,0,0,0,0,0,0.0625
211279806,1,1,0,0,0,0,1,16,0,19,36,2,2,1,0,0,0.0625
2814335771,1,1,0,0,0,3,1,16,0,6,26,2,2,0,0,0,0.0625
287488831,1,1,0,0,0,0,2,16,0,17,86,2,2,0,1,0,0.0625
3009234685,1,1,0,0,0,0,1,16,0,15,151,0,1,0,0,1,0.0625
3099838283,1,1,0,3,0,1,1,16,0,5,16,0,9,0,0,0,0.0625
313129574,1,1,0,0,0,0,1,16,0,13,21,0,1,0,0,0,0.0625
407788333,1,1,0,0,0,0,3,16,0,5,24,0,7,0,0,0,0.0625
45907759,1,1,0,0,0,0,1,16,0,11,21,0,0,0,0,0,0.0625
2315212619,1,7,0,0,0,0,1,116,0,24,35,2,5,0,0,0,0.0603
1600512696,1,1,0,0,0,0,1,17,0,14,318,0,0,0,0,0,0.0588
1626451183,1,1,0,0,1,0,1,17,0,13,111,0,0,0,0,0,0.0588
1641799878,1,1,0,0,0,0,1,17,0,5,28,3,8,0,0,0,0.0588
22865856,1,1,0,0,0,0,2,17,0,25,157,0,1,0,0,0,0.0588
2286973112,1,1,0,1,1,0,1,17,0,34,240,5,16,0,0,0,0.0588
2339459613,1,1,0,0,0,0,1,17,0,7,24,0,0,0,0,0,0.0588
2468044729,1,1,0,0,0,0,1,17,0,10,34,0,0,0,0,0,0.0588
284420878,1,1,0,0,0,0,1,17,0,14,114,0,0,0,0,0,0.0588
40643223,1,1,0,0,0,0,1,17,0,49,9,2,5,0,1,0,0.0588
610256326,1,1,0,0,0,0,1,17,0,6,74,0,0,0,0,0,0.0588
62121453,1,1,0,0,0,0,1,17,0,5,20,0,0,0,0,0,0.0588
51114968,1,2,0,0,0,0,1,35,0,11,76,7,8,0,0,0,0.0571
555519097,1,2,0,0,0,0,2,35,0,15,72,0,3,0,1,0,0.0571
91093655,1,2,0,0,0,0,1,35,0,217,286,2,4,1,0,0,0.0571
303421529,1,2,0,0,0,1,1,36,0,6,45,2,4,0,1,0,0.0556
1014887755,1,1,0,0,0,0,2,18,0,7,65,0,4,0,0,0,0.0556
191675429,1,1,0,1,0,0,1,18,0,0,0,1,2,0,0,0,0.0556
2529190431,1,1,0,0,0,0,1,18,0,1,14,0,0,0,0,0,0.0556
2735429473,1,1,0,0,0,0,1,18,0,7,118,0,0,0,0,0,0.0556
2743172967,1,1,0,1,0,1,2,18,0,1,4,1,2,0,1,-1,0.0556
2859968618,1,1,0,0,0,0,1,18,0,27,134,1,11,0,0,0,0.0556
366096746,1,1,0,0,0,0,2,18,0,3,122,0,0,0,0,0,0.0556
440073533,1,1,0,0,0,0,1,18,0,10,95,2,3,1,0,0,0.0556
936248274,1,1,0,0,0,0,2,18,0,15,67,2,7,0,0,0,0.0556
2881721902,0,1,0,0,0,1,1,19,0,11,75,0,1,0,0,0,0.0536
67166094,1,13,0,0,0,0,2,243,0,5,34,0,5,0,0,0,0.0535
2903783646,1,4,0,0,0,1,3,75,0,13,170,0,8,1,0,0,0.0533
2573140608,1,2,0,0,0,0,2,38,0,19,70,0,5,0,0,0,0.0526
2890665768,1,2,0,0,0,0,1,38,0,0,5,2,4,0,1,0,0.0526
329734806,1,2,0,1,0,0,1,38,0,15,65,1,6,0,0,0,0.0526
351284591,1,2,0,0,0,0,2,38,0,7,50,2,2,0,0,0,0.0526
1400777041,1,1,0,0,0,0,1,19,0,4,118,0,0,0,0,0,0.0526
177456660,1,1,0,0,0,0,1,19,0,14,328,0,0,0,0,0,0.0526
23263760,1,1,0,0,0,0,1,19,0,56,777,0,0,0,0,0,0.0526
2415037446,1,1,0,0,0,0,1,19,0,4,73,1,1,0,0,0,0.0526
2531861484,1,1,0,0,0,0,2,19,0,10,64,0,2,0,0,1,0.0526
269587028,1,1,0,0,0,0,1,19,0,12,81,1,9,0,0,0,0.0526
2774417460,1,1,0,0,0,0,1,19,0,3,64,2,18,0,0,0,0.0526
2900433696,1,1,0,0,0,0,1,19,0,1,36,0,0,0,0,0,0.0526
295451046,1,1,0,0,0,0,1,19,0,21,112,0,0,0,0,0,0.0526
443754749,1,1,0,0,0,0,1,19,0,1,7,0,0,0,0,0,0.0526
81965147,1,1,0,0,0,0,2,19,0,54,292,0,3,0,0,0,0.0526
976583954,1,1,0,0,0,0,1,19,0,2,10,0,1,0,0,0,0.0526
25783332,1,7,0,0,0,0,1,135,0,57,189,2,4,0,0,0,0.0519
834473718,1,3,0,0,0,0,2,58,0,2,33,0,2,0,0,0,0.0517
2643626105,1,2,0,1,0,0,1,39,0,3,23,0,3,0,0,0,0.0513
2866333263,1,19,0,0,0,0,3,371,0,6,60,1,3,0,0,0,0.0512
2627233757,0,3,0,0,0,0,2,59,0,1,3,1,5,0,0,0,0.0508
1565923734,1,1,0,0,0,0,1,20,0,8,92,0,0,0,0,0,0.0500
1957119620,1,1,0,0,0,0,2,20,0,2,64,0,0,0,0,0,0.0500
